run_id,step,op,args,position,crop,money_before,money_after,tile_before,tile_after,shed_before_qty,shed_after_qty,outcome
,606,WATER,(),"(1, 1)",MELON,15868.0,15868.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",0,0,WATERED
,607,NORTH,(),"(1, 1)",MELON,15868.0,15868.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",0,0,OBSERVED
,608,WATER,(),"(1, 0)",MELON,15868.0,15868.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,WATERED
,609,EAST,(),"(1, 0)",MELON,15868.0,15868.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,610,WEST,(),"(2, 0)",,15868.0,15868.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,611,EAST,(),"(1, 0)",MELON,15868.0,15868.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,612,WEST,(),"(2, 0)",,15868.0,15868.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,613,EAST,(),"(1, 0)",MELON,15868.0,15868.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,614,WEST,(),"(2, 0)",,15868.0,15868.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,615,EAST,(),"(1, 0)",MELON,15868.0,15868.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,616,WEST,(),"(2, 0)",,15868.0,15868.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,617,EAST,(),"(1, 0)",MELON,15868.0,15868.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,618,WEST,(),"(2, 0)",,15868.0,15868.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,619,EAST,(),"(1, 0)",MELON,15868.0,15868.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,620,WEST,(),"(2, 0)",,15868.0,15868.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,621,EAST,(),"(1, 0)",MELON,15868.0,15868.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,622,WEST,(),"(2, 0)",,15868.0,15868.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,623,EAST,(),"(1, 0)",MELON,15868.0,15868.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,624,WEST,(),"(4, 4)",,15868.0,15867.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,625,WEST,(),"(3, 4)",,15867.0,15867.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,626,WEST,(),"(2, 4)",,15867.0,15867.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,627,NORTH,(),"(1, 4)",,15867.0,15867.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,628,NORTH,(),"(1, 3)",,15867.0,15867.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,629,NORTH,(),"(1, 2)",,15867.0,15867.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,630,WATER,(),"(1, 1)",MELON,15867.0,15867.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",0,0,WATERED
,631,NORTH,(),"(1, 1)",MELON,15867.0,15867.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",0,0,OBSERVED
,632,WATER,(),"(1, 0)",MELON,15867.0,15867.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,WATERED
,633,EAST,(),"(1, 0)",MELON,15867.0,15867.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,634,WEST,(),"(2, 0)",,15867.0,15867.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,635,EAST,(),"(1, 0)",MELON,15867.0,15867.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,636,WEST,(),"(2, 0)",,15867.0,15867.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,637,EAST,(),"(1, 0)",MELON,15867.0,15867.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,638,WEST,(),"(2, 0)",,15867.0,15867.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,639,EAST,(),"(1, 0)",MELON,15867.0,15867.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,640,WEST,(),"(2, 0)",,15867.0,15867.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,641,EAST,(),"(1, 0)",MELON,15867.0,15867.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,642,WEST,(),"(2, 0)",,15867.0,15867.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,643,EAST,(),"(1, 0)",MELON,15867.0,15867.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,644,WEST,(),"(2, 0)",,15867.0,15867.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,645,EAST,(),"(1, 0)",MELON,15867.0,15867.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,646,WEST,(),"(2, 0)",,15867.0,15867.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,647,EAST,(),"(1, 0)",MELON,15867.0,15867.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,648,WEST,(),"(4, 4)",,15867.0,15866.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,649,WEST,(),"(3, 4)",,15866.0,15866.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,650,WEST,(),"(2, 4)",,15866.0,15866.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,651,NORTH,(),"(1, 4)",,15866.0,15866.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,652,NORTH,(),"(1, 3)",,15866.0,15866.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,653,NORTH,(),"(1, 2)",,15866.0,15866.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,654,WATER,(),"(1, 1)",MELON,15866.0,15866.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 1, 'max_lifespan_step': 816, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",0,0,WATERED
,655,NORTH,(),"(1, 1)",MELON,15866.0,15866.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 816, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",0,0,OBSERVED
,656,WATER,(),"(1, 0)",MELON,15866.0,15866.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,WATERED
,657,EAST,(),"(1, 0)",MELON,15866.0,15866.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,658,WEST,(),"(2, 0)",,15866.0,15866.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,659,EAST,(),"(1, 0)",MELON,15866.0,15866.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,660,WEST,(),"(2, 0)",,15866.0,15866.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,661,EAST,(),"(1, 0)",MELON,15866.0,15866.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,662,WEST,(),"(2, 0)",,15866.0,15866.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,663,EAST,(),"(1, 0)",MELON,15866.0,15866.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,664,WEST,(),"(2, 0)",,15866.0,15866.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,665,EAST,(),"(1, 0)",MELON,15866.0,15866.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,666,WEST,(),"(2, 0)",,15866.0,15866.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,667,EAST,(),"(1, 0)",MELON,15866.0,15866.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,668,WEST,(),"(2, 0)",,15866.0,15866.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,669,EAST,(),"(1, 0)",MELON,15866.0,15866.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,670,WEST,(),"(2, 0)",,15866.0,15866.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,671,EAST,(),"(1, 0)",MELON,15866.0,15866.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,672,WEST,(),"(4, 4)",,15866.0,15865.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,673,WEST,(),"(3, 4)",,15865.0,15865.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,674,WEST,(),"(2, 4)",,15865.0,15865.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,675,NORTH,(),"(1, 4)",,15865.0,15865.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,676,NORTH,(),"(1, 3)",,15865.0,15865.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,677,NORTH,(),"(1, 2)",,15865.0,15865.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,678,WATER,(),"(1, 1)",MELON,15865.0,15865.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 2, 'max_lifespan_step': 816, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",0,0,WATERED
,679,NORTH,(),"(1, 1)",MELON,15865.0,15865.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 816, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 21, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 816, 'fertilized_until_day': -1}",0,0,OBSERVED
,680,WATER,(),"(1, 0)",MELON,15865.0,15865.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 3, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,WATERED
,681,EAST,(),"(1, 0)",MELON,15865.0,15865.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,682,WEST,(),"(2, 0)",,15865.0,15865.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,683,EAST,(),"(1, 0)",MELON,15865.0,15865.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,684,WEST,(),"(2, 0)",,15865.0,15865.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,685,EAST,(),"(1, 0)",MELON,15865.0,15865.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,686,WEST,(),"(2, 0)",,15865.0,15865.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,687,EAST,(),"(1, 0)",MELON,15865.0,15865.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,688,WEST,(),"(2, 0)",,15865.0,15865.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,689,EAST,(),"(1, 0)",MELON,15865.0,15865.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,690,WEST,(),"(2, 0)",,15865.0,15865.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,691,EAST,(),"(1, 0)",MELON,15865.0,15865.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,692,WEST,(),"(2, 0)",,15865.0,15865.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,693,EAST,(),"(1, 0)",MELON,15865.0,15865.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
,694,WEST,(),"(2, 0)",,15865.0,15865.0,{'kind': 'WEED'},{'kind': 'WEED'},,,OBSERVED
,695,EAST,(),"(1, 0)",MELON,15865.0,15865.0,"{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': True, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 792, 'fertilized_until_day': -1}","{'kind': 'PLANT', 'crop': 'MELON', 'planted_day': 20, 'watered_today': False, 'consecutive_unwatered': 0, 'yield_units': 4, 'max_lifespan_step': 792, 'fertilized_until_day': -1}",0,0,OBSERVED
